"key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull"
"277,H,1986-1990,Employe,13-14,Non,11-20,2/mois,5-6 h ,Les 2,Non,Oui,2-5,16-20,50-100 "
"278,H,1971-1975,Cadre +,13-14,Non,21+,3/an,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 "
"280,H,1981-1985,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 "
"282,H,1966-1970,Cadre +,15-16,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,6-10,21-30,50-100 "
"283,H,1966-1970,Travailleur independant,11-12,Oui,11-20,1/an,7 h +,Les 2,Non,Oui,11-15,51+,100-200 "
"284,H,1976-1980,Cadre +,11-12,Oui,11-20,3/an,Le week end,Les 2,Oui,Oui,2-5,21-30,50-100 "
"287,H,1971-1975,En recherche d'emploi,17-18,Oui,21+,1/semaine,5-6 h ,MJ,Oui,Oui,2-5,51+,200-500 "
"288,H,1976-1980,En recherche d'emploi,13-14,Non,6-10,1/semaine,3-4 h ,MJ,Non,Oui,16+,51+,200-500 "
"289,H,1971-1975,Cadre +,19-20,Oui,11-20,1/semaine,7 h +,PJ,Non,Oui,1,4-6,20 "
"290,H,1986-1990,En recherche d'emploi,19-20,Oui,6-10,3/an,3-4 h ,Les 2,Oui,Non,0,0,0"
"291,H,1986-1990,Employe,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 "
"292,H,1971-1975,Cadre +,13-14,Oui,21+,3/an,5-6 h ,PJ,Oui,Oui,6-10,31-50,100-200 "
"293,H,1991-1995,Etudiant,10,Non,2-5,1/mois,Le week end,Les 2,Non,Oui,1,4-6,20 "
"294,H,1966-1970,Employe,17-18,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,51+,100-200 "
"295,H,1971-1975,Employe,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 "
"296,H,1971-1975,Ouvrier,11-12,Non,11-20,1/mois,7 h +,PJ,Non,Oui,6-10,7-10,20-50 "
"297,H,1976-1980,Cadre +,15-16,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,1,1,20 "
"300,H,1971-1975,En recherche d'emploi,15-16,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,6-10,7-10,200-500 "
"301,H,1976-1980,Je ne souhaite pas repondre,11-12,Non,21+,3/an,5-6 h ,Les 2,Non,Oui,11-15,51+,50-100 "
"302,H,1976-1980,Cadre +,19-20,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,21-30,200-500 "
"304,H,1991-1995,Etudiant,15-16,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Non,0,0,0"
"305,H,1971-1975,En recherche d'emploi,17-18,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 "
"306,H,1971-1975,Cadre +,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,21-30,100-200 "
"308,H,1976-1980,Cadre +,13-14,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,51+,50-100 "
"309,F,1976-1980,Cadre +,19-20,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 "
"310,H,1971-1975,Profession intermediaire,11-12,Oui,21+,1/semaine,7 h +,MJ,Non,Oui,16+,51+,500+ "
"311,H,1976-1980,Travailleur independant,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ "
"312,H,1976-1980,Cadre +,23-24,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 "
"313,H,1991-1995,Etudiant,10,Non,11-20,3/an,7 h +,Les 2,Oui,Oui,2-5,21-30,50-100 "
"314,H,1971-1975,Cadre +,15-16,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 "
"315,H,1981-1985,Ouvrier,15-16,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,11-15,51+,200-500 "
"317,H,1971-1975,Cadre +,11-12,Non,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,500+ "
"318,H,1966-1970,Cadre +,15-16,Oui,2-5,2/mois,3-4 h ,Les 2,Non,Oui,2-5,51+,50-100 "
"319,H,1991-1995,Employe,10,Oui,21+,2/mois,5-6 h ,MJ,Oui,Oui,2-5,7-10,50-100 "
"320,H,1971-1975,Cadre +,13-14,Non,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"322,H,1971-1975,Cadre +,11-12,Non,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20 "
"325,H,1971-1975,Cadre +,11-12,Oui,6-10,2/mois,3-4 h ,MJ,Non,Oui,2-5,4-6,200-500 "
"327,H,1976-1980,Travailleur independant,10,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,51+,20 "
"328,H,1971-1975,Cadre +,19-20,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,31-50,20 "
"329,H,1986-1990,Je ne souhaite pas repondre,10,Non,21+,3/an,7 h +,Les 2,Non,Oui,2-5,4-6,20-50 "
"330,H,1986-1990,Sans activite,17-18,Non,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,1,1,20 "
"331,H,1971-1975,Employe,13-14,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,500+ "
"332,F,1966-1970,Cadre +,11-12,Oui,2-5,2/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 "
"333,H,1971-1975,Cadre +,17-18,Non,21+,2/mois,5-6 h ,Les 2,Non,Oui,6-10,11-15,50-100 "
"335,H,1976-1980,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,16-20,20 "
"338,F,1976-1980,En recherche d'emploi,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,11-15,100-200 "
"339,H,1986-1990,Cadre +,19-20,Non,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,1,4-6,200-500 "
"340,H,1981-1985,Employe,15-16,Non,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 "
"341,F,1986-1990,Etudiant,15-16,Oui,11-20,2/mois,7 h +,PJ,Oui,Oui,2-5,2 ou 3,20-50 "
"342,H,1981-1985,Employe,15-16,Oui,11-20,3/an,7 h +,PJ,Non,Oui,2-5,21-30,20-50 "
"343,H,1991-1995,Profession intermediaire,13-14,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,4-6,20-50 "
"344,H,1971-1975,Cadre +,13-14,Non,6-10,3/an,3-4 h ,MJ,Non,Oui,6-10,51+,100-200 "
"345,H,1971-1975,Ouvrier,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,21-30,50-100 "
"346,H,1986-1990,En recherche d'emploi,21-22,Non,2-5,1/an,5-6 h ,PJ,Oui,Non,0,0,0"
"347,H,1981-1985,Employe,17-18,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20 "
"348,H,1966-1970,Je ne souhaite pas repondre,13-14,Oui,21+,1/semaine,3-4 h ,MJ,Non,Oui,16+,51+,100-200 "
"349,F,1986-1990,En recherche d'emploi,11-12,Non,11-20,1/an,5-6 h ,PJ,Oui,Oui,1,2 ou 3,20 "
"350,H,1986-1990,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,21-30,500+ "
"351,H,1976-1980,Employe,11-12,Oui,21+,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,100-200 "
"352,H,1981-1985,Cadre +,19-20,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"354,H,1976-1980,Employe,17-18,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20-50 "
"355,F,1986-1990,Cadre +,19-20,Oui,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 "
"356,H,1981-1985,Cadre +,17-18,Oui,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20-50 "
"357,H,1971-1975,Employe,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 "
"358,H,1981-1985,Cadre +,15-16,Oui,11-20,3/an,7 h +,Les 2,Non,Oui,6-10,21-30,50-100 "
"359,H,1981-1985,Cadre +,15-16,Non,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,16+,31-50,200-500 "
"360,H,1966-1970,En recherche d'emploi,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 "
"361,H,1981-1985,Employe,13-14,Non,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,31-50,100-200 "
"362,H,1991-1995,Profession intermediaire,17-18,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 "
"363,F,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,200-500 "
"365,H,1966-1970,En recherche d'emploi,19-20,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,16-20,100-200 "
"366,H,1976-1980,Cadre +,19-20,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"367,H,1981-1985,Employe,13-14,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,6-10,16-20,20-50 "
"368,H,1986-1990,Employe,17-18,Oui,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Non,0,0,0"
"369,H,1971-1975,Profession intermediaire,41 ou plus,Oui,11-20,Je ne joue plus vraiment,Le week end,PJ,Oui,Oui,2-5,7-10,20 "
"372,H,1971-1975,Cadre +,13-14,Oui,21+,3/an,5-6 h ,Les 2,Non,Oui,11-15,51+,20-50 "
"374,H,1961-1965,Travailleur independant,13-14,Oui,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,100-200 "
"375,H,1981-1985,Sans activite,17-18,Non,6-10,3/an,3-4 h ,Les 2,Oui,Oui,1,7-10,20 "
"377,H,1986-1990,Etudiant,15-16,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,16-20,100-200 "
"378,H,1971-1975,Cadre +,10,Oui,21+,2/mois,7 h +,Les 2,Non,Oui,16+,51+,200-500 "
"379,H,1986-1990,Cadre +,10,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 "
"380,H,1991-1995,Etudiant,13-14,Non,6-10,1/an,5-6 h ,PJ,Non,Non,0,0,0"
"381,H,1991-1995,Etudiant,11-12,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 "
"382,H,1971-1975,Travailleur independant,10,Oui,21+,1/semaine,3-4 h ,MJ,Oui,Oui,16+,51+,200-500 "
"383,F,1991-1995,Etudiant,19-20,Non,2-5,2/mois,5-6 h ,PJ,Oui,Non,0,0,0"
"384,H,1986-1990,Cadre +,15-16,Non,2-5,3/an,3-4 h ,Les 2,Non,Oui,2-5,11-15,100-200 "
"386,H,1981-1985,Travailleur independant,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,7-10,20-50 "
"388,H,1991-1995,En recherche d'emploi,15-16,Non,2-5,1/an,7 h +,PJ,Oui,Oui,1,1,20 "
"390,H,1971-1975,Employe,11-12,Non,6-10,3/an,7 h +,PJ,Non,Oui,2-5,2 ou 3,20-50 "
"391,H,1986-1990,Cadre +,15-16,Non,11-20,1/semaine,5-6 h ,PJ,Oui,Oui,6-10,21-30,100-200 "
"393,H,1981-1985,En recherche d'emploi,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,16-20,20 "
"394,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,6-10,51+,200-500 "
"395,H,1976-1980,Cadre +,15-16,Oui,21+,1/semaine,3-4 h ,PJ,Non,Oui,2-5,11-15,20-50 "
"397,H,1976-1980,Profession intermediaire,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,16+,51+,50-100 "
"398,F,1976-1980,Etudiant,17-18,Non,21+,1/mois,5-6 h ,PJ,Oui,Oui,11-15,51+,100-200 "
"399,H,1981-1985,Profession intermediaire,15-16,Oui,6-10,1/semaine,7 h +,Les 2,Non,Oui,11-15,51+,200-500 "
"400,H,1981-1985,Profession intermediaire,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20 "
"401,H,1966-1970,Profession intermediaire,17-18,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,6-10,51+,100-200 "
"402,H,1971-1975,Profession intermediaire,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 "
"404,H,1981-1985,Cadre +,13-14,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,11-15,16-20,50-100 "
"405,H,1976-1980,Sans activite,31-40,Non,2-5,2/mois,3-4 h ,Les 2,Non,Oui,1,4-6,50-100 "
"406,F,1991-1995,En recherche d'emploi,19-20,Non,1,Je ne joue plus vraiment,3-4 h ,PJ,Non,Non,0,0,0"
"407,F,1981-1985,Employe,10,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,16+,51+,50-100 "
"408,H,1976-1980,Travailleur independant,10,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,20-50 "
"409,H,1971-1975,Employe,13-14,Non,21+,1/mois,7 h +,Les 2,Non,Oui,16+,51+,200-500 "
"410,H,1976-1980,Cadre +,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"412,H,1971-1975,Ouvrier,13-14,Oui,2-5,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,2-5,4-6,20 "
"413,H,1991-1995,En recherche d'emploi,11-12,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,50-100 "
"414,H,1966-1970,Profession intermediaire,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,51+,20 "
"415,H,1976-1980,Employe,13-14,Oui,11-20,1/semaine,3-4 h ,PJ,Oui,Oui,6-10,21-30,100-200 "
"417,H,1991-1995,Etudiant,17-18,Non,2-5,3/an,5-6 h ,PJ,Non,Non,0,0,0"
"418,H,1991-1995,Etudiant,11-12,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,51+,500+ "
"419,H,1981-1985,Etudiant,15-16,Non,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"420,H,1986-1990,En recherche d'emploi,19-20,Non,2-5,1/semaine,5-6 h ,PJ,Non,Non,0,0,0"
"421,F,1971-1975,Employe,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,21-30,50-100 "
"422,H,1981-1985,Profession intermediaire,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 "
"423,H,1981-1985,Cadre +,17-18,Non,11-20,1/mois,3-4 h ,Les 2,Non,Oui,6-10,21-30,50-100 "
"424,H,1986-1990,Je ne souhaite pas repondre,19-20,Oui,6-10,1/semaine,3-4 h ,PJ,Oui,Oui,1,2 ou 3,20-50 "
"425,H,1976-1980,Cadre +,15-16,Non,2-5,2/mois,3-4 h ,PJ,Non,Oui,2-5,7-10,50-100 "
"426,H,1966-1970,Cadre +,21-22,Oui,21+,1/semaine,7 h +,Les 2,Non,Oui,11-15,51+,500+ "
"427,H,1986-1990,Ouvrier,13-14,Non,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,200-500 "
"428,H,1971-1975,Cadre +,11-12,Oui,6-10,3/an,5-6 h ,MJ,Non,Oui,6-10,51+,500+ "
"429,H,1966-1970,Employe,15-16,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,6-10,31-50,100-200 "
"430,H,1991-1995,Etudiant,15-16,Oui,2-5,1/mois,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,20 "
"431,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,31-50,500+ "
"432,H,1976-1980,Cadre +,11-12,Oui,21+,1/an,5-6 h ,Les 2,Non,Oui,6-10,31-50,20 "
"433,H,1976-1980,Cadre +,11-12,Oui,21+,1/an,5-6 h ,Les 2,Non,Oui,6-10,31-50,20 "
"434,H,1986-1990,Travailleur independant,10,Oui,21+,2/mois,3-4 h ,PJ,Oui,Oui,6-10,31-50,50-100 "
"436,H,1971-1975,Cadre +,13-14,Non,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20 "
"437,H,1981-1985,Employe,17-18,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,6-10,16-20,20 "
"438,H,1966-1970,Cadre +,11-12,Non,21+,Je ne joue plus vraiment,Le week end,Les 2,Non,Oui,11-15,16-20,20-50 "
"439,H,1991-1995,Etudiant,15-16,Non,6-10,Je ne joue plus vraiment,5-6 h ,MJ,Oui,Oui,2-5,7-10,20 "
"440,H,1976-1980,Employe,13-14,Oui,21+,3/an,7 h +,Les 2,Non,Oui,2-5,51+,50-100 "
"442,H,1971-1975,Employe,13-14,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,11-15,51+,500+ "
"443,H,1971-1975,Employe,17-18,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,51+,200-500 "
"444,H,1981-1985,Employe,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,20-50 "
"445,H,1971-1975,Employe,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,16+,31-50,200-500 "
"449,H,1971-1975,Travailleur independant,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,21-30,50-100 "
"451,H,1976-1980,Employe,13-14,Oui,21+,3/an,7 h +,Les 2,Non,Oui,11-15,51+,200-500 "
"452,H,1966-1970,Cadre +,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"455,H,1986-1990,Etudiant,17-18,Non,6-10,1/mois,5-6 h ,PJ,Oui,Non,0,0,0"
"456,H,1991-1995,Travailleur independant,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,100-200 "
"457,H,1971-1975,Sans activite,19-20,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,20-50 "
"458,H,1976-1980,Employe,10,Oui,21+,3/an,7 h +,Les 2,Non,Oui,11-15,51+,20-50 "
"459,F,1991-1995,Etudiant,15-16,Non,2-5,Je ne joue plus vraiment,3-4 h ,MJ,Oui,Oui,2-5,11-15,50-100 "
"460,H,1976-1980,Profession intermediaire,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,51+,100-200 "
"461,H,1960 ou avant,Cadre +,23-24,Oui,11-20,3/an,7 h +,Les 2,Oui,Oui,6-10,51+,100-200 "
"462,H,1986-1990,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,200-500 "
"465,H,1986-1990,Profession intermediaire,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,100-200 "
"469,H,1976-1980,Employe,11-12,Non,11-20,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,11-15,20 "
"470,H,1981-1985,En recherche d'emploi,19-20,Non,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,200-500 "
"473,H,1986-1990,Etudiant,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 "
"474,H,1971-1975,Je ne souhaite pas repondre,11-12,Non,6-10,1/semaine,5-6 h ,MJ,Non,Oui,2-5,11-15,100-200 "
"476,H,1981-1985,Employe,17-18,Oui,6-10,3/an,5-6 h ,Les 2,Non,Oui,2-5,7-10,50-100 "
"477,H,1976-1980,Profession intermediaire,19-20,Non,6-10,2/mois,3-4 h ,Les 2,Non,Oui,2-5,51+,20 "
"478,H,1976-1980,En recherche d'emploi,15-16,Non,6-10,3/an,7 h +,MJ,Non,Oui,11-15,31-50,100-200 "
"481,H,1981-1985,Cadre +,19-20,Oui,2-5,3/an,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 "
"483,H,1981-1985,Employe,15-16,Non,6-10,1/mois,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20-50 "
"484,H,1971-1975,Profession intermediaire,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"486,F,1986-1990,Employe,15-16,Oui,6-10,3/an,5-6 h ,PJ,Oui,Non,0,0,0"
"487,F,1981-1985,Profession intermediaire,31-40,Non,2-5,1/mois,3-4 h ,PJ,Oui,Non,0,0,0"
"488,F,1991-1995,Etudiant,11-12,Oui,6-10,2/mois,3-4 h ,Les 2,Non,Oui,1,1,20 "
"489,H,1971-1975,Profession intermediaire,15-16,Oui,21+,1/mois,3-4 h ,MJ,Oui,Oui,16+,51+,50-100 "
"491,H,1966-1970,Travailleur independant,13-14,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,16+,51+,100-200 "
"492,H,1976-1980,Profession intermediaire,10,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,200-500 "
"493,H,1991-1995,Ouvrier,13-14,Oui,11-20,1/an,Le week end,Les 2,Non,Oui,2-5,31-50,20-50 "
"494,H,1971-1975,Travailleur independant,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ "
"495,H,1986-1990,Employe,21-22,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,1,2 ou 3,20-50 "
"496,F,1976-1980,Sans activite,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 "
"497,H,1966-1970,Travailleur independant,21-22,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,16-20,200-500 "
"498,H,1976-1980,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"500,H,1981-1985,Employe,23-24,Oui,2-5,1/mois,5-6 h ,PJ,Oui,Oui,2-5,4-6,20 "
"501,H,1986-1990,Employe,11-12,Oui,11-20,2/mois,7 h +,Les 2,Oui,Oui,1,1,20 "
"502,H,1966-1970,Cadre +,13-14,Oui,11-20,2/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 "
"504,H,1971-1975,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,11-15,31-50,20 "
"505,H,1991-1995,Etudiant,13-14,Oui,6-10,2/mois,3-4 h ,MJ,Non,Oui,16+,31-50,200-500 "
"506,H,1971-1975,Cadre +,15-16,Oui,6-10,1/an,7 h +,Les 2,Oui,Oui,11-15,31-50,100-200 "
"507,H,1981-1985,Ouvrier,11-12,Non,6-10,1/mois,7 h +,Les 2,Oui,Oui,2-5,11-15,20-50 "
"509,F,1981-1985,Travailleur independant,15-16,Oui,11-20,1/mois,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,20 "
"510,H,1976-1980,Je ne souhaite pas repondre,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,4-6,20 "
"511,H,1981-1985,Travailleur independant,17-18,Non,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"514,H,1961-1965,Cadre +,21-22,Non,2-5,1/mois,5-6 h ,MJ,Oui,Oui,2-5,21-30,20 "
"515,H,1981-1985,Employe,15-16,Non,21+,1/semaine,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 "
"518,H,1971-1975,Cadre +,11-12,Oui,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,1,11-15,20 "
"519,H,1991-1995,En recherche d'emploi,10,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 "
"520,F,1971-1975,Travailleur independant,15-16,Non,2-5,1/mois,Le week end,Les 2,Non,Oui,2-5,21-30,20 "
"521,H,1991-1995,Etudiant,17-18,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,1,2 ou 3,20-50 "
"522,H,1986-1990,Etudiant,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20 "
"523,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,Le week end,Les 2,Non,Oui,2-5,11-15,20-50 "
"524,H,1991-1995,Etudiant,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,7-10,50-100 "
"525,F,1976-1980,Employe,23-24,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,100-200 "
"526,H,1971-1975,En recherche d'emploi,19-20,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,1,21-30,20 "
"527,H,1966-1970,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20 "
"528,H,1976-1980,Employe,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,100-200 "
"529,H,1971-1975,Employe,15-16,Oui,6-10,1/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 "
"530,H,1991-1995,En recherche d'emploi,19-20,Oui,6-10,1/semaine,3-4 h ,PJ,Non,Non,0,0,0"
"531,F,1981-1985,En recherche d'emploi,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ "
"532,H,1981-1985,Employe,17-18,Non,6-10,1/an,7 h +,Les 2,Oui,Oui,2-5,11-15,50-100 "
"533,H,1991-1995,Etudiant,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 "
"534,F,1971-1975,En recherche d'emploi,19-20,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,31-50,100-200 "
"535,H,1981-1985,Travailleur independant,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,1,1,20 "
"537,H,1986-1990,En recherche d'emploi,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 "
"538,H,1981-1985,En recherche d'emploi,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 "
"539,H,1971-1975,Profession intermediaire,11-12,Non,21+,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,16+,51+,100-200 "
"540,H,1976-1980,Employe,11-12,Oui,6-10,1/mois,7 h +,Les 2,Non,Oui,2-5,21-30,100-200 "
"541,H,1961-1965,Cadre +,17-18,Oui,6-10,1/semaine,5-6 h ,MJ,Oui,Oui,2-5,4-6,20-50 "
"544,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"545,H,1976-1980,Travailleur independant,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,21-30,50-100 "
"546,F,1971-1975,Cadre +,21-22,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20-50 "
