key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
454,H,1986-1990,Employe,15-16,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,200-500 
457,H,1971-1975,Sans activite,19-20,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,20-50 
458,H,1976-1980,Employe,10,Oui,21+,3/an,7 h +,Les 2,Non,Oui,11-15,51+,20-50 
461,H,1960 ou avant,Cadre +,23-24,Oui,11-20,3/an,7 h +,Les 2,Oui,Oui,6-10,51+,100-200 
464,H,1961-1965,Employe,15-16,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,11-15,51+,20-50 
465,H,1986-1990,Profession intermediaire,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,100-200 
466,H,1981-1985,Employe,15-16,Oui,21+,1/mois,3-4 h ,MJ,Oui,Oui,16+,31-50,100-200 
467,H,1971-1975,Cadre +,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
468,H,1991-1995,Employe,15-16,Oui,6-10,1/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,50-100 
469,H,1976-1980,Employe,11-12,Non,11-20,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,11-15,20 
472,H,1986-1990,Etudiant,21-22,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,1,2 ou 3,50-100 
473,H,1986-1990,Etudiant,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
479,H,1986-1990,En recherche d'emploi,11-12,Non,2-5,3/an,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,20 
480,H,1986-1990,Etudiant,17-18,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,2-5,7-10,50-100 
481,H,1981-1985,Cadre +,19-20,Oui,2-5,3/an,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 
482,F,1981-1985,Employe,19-20,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
483,H,1981-1985,Employe,15-16,Non,6-10,1/mois,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20-50 
485,H,1971-1975,Ouvrier,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,500+ 
488,F,1991-1995,Etudiant,11-12,Oui,6-10,2/mois,3-4 h ,Les 2,Non,Oui,1,1,20 
490,F,1981-1985,Employe,19-20,Non,6-10,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,1,1,20 
492,H,1976-1980,Profession intermediaire,10,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
493,H,1991-1995,Ouvrier,13-14,Oui,11-20,1/an,Le week end,Les 2,Non,Oui,2-5,31-50,20-50 
494,H,1971-1975,Travailleur independant,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
495,H,1986-1990,Employe,21-22,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,1,2 ou 3,20-50 
496,F,1976-1980,Sans activite,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
500,H,1981-1985,Employe,23-24,Oui,2-5,1/mois,5-6 h ,PJ,Oui,Oui,2-5,4-6,20 
503,H,1986-1990,Etudiant,11-12,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,7-10,100-200 
507,H,1981-1985,Ouvrier,11-12,Non,6-10,1/mois,7 h +,Les 2,Oui,Oui,2-5,11-15,20-50 
510,H,1976-1980,Je ne souhaite pas repondre,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,4-6,20 
513,H,1976-1980,Employe,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,31-50,100-200 
514,H,1961-1965,Cadre +,21-22,Non,2-5,1/mois,5-6 h ,MJ,Oui,Oui,2-5,21-30,20 
516,H,1971-1975,Cadre +,13-14,Non,11-20,3/an,7 h +,Les 2,Non,Oui,11-15,31-50,20 
518,H,1971-1975,Cadre +,11-12,Oui,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,1,11-15,20 
520,F,1971-1975,Travailleur independant,15-16,Non,2-5,1/mois,Le week end,Les 2,Non,Oui,2-5,21-30,20 
521,H,1991-1995,Etudiant,17-18,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,1,2 ou 3,20-50 
523,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,Le week end,Les 2,Non,Oui,2-5,11-15,20-50 
526,H,1971-1975,En recherche d'emploi,19-20,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,1,21-30,20 
529,H,1971-1975,Employe,15-16,Oui,6-10,1/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 
533,H,1991-1995,Etudiant,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
534,F,1971-1975,En recherche d'emploi,19-20,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,31-50,100-200 
535,H,1981-1985,Travailleur independant,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,1,1,20 
537,H,1986-1990,En recherche d'emploi,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
541,H,1961-1965,Cadre +,17-18,Oui,6-10,1/semaine,5-6 h ,MJ,Oui,Oui,2-5,4-6,20-50 
542,F,1986-1990,Profession intermediaire,15-16,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,2-5,7-10,20-50 
546,F,1971-1975,Cadre +,21-22,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
547,H,1986-1990,Employe,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,16-20,200-500 
549,H,1976-1980,Cadre +,10,Oui,21+,1/semaine,7 h +,MJ,Oui,Oui,16+,51+,500+ 
550,H,1981-1985,Profession intermediaire,13-14,Non,2-5,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
551,H,1996-2000,Etudiant,15-16,Oui,2-5,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,50-100 
553,H,1991-1995,Etudiant,13-14,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Non,0,0,0
555,H,1971-1975,Employe,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
557,H,1976-1980,Cadre +,13-14,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,11-15,21-30,20 
558,H,1976-1980,Profession intermediaire,21-22,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,6-10,21-30,200-500 
559,H,1971-1975,Profession intermediaire,13-14,Oui,2-5,1/mois,7 h +,MJ,Non,Oui,2-5,51+,100-200 
560,H,1981-1985,Employe,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
561,H,1976-1980,Cadre +,15-16,Oui,21+,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20 
562,H,1971-1975,Profession intermediaire,13-14,Oui,2-5,1/mois,7 h +,MJ,Non,Oui,2-5,51+,100-200 
563,H,1976-1980,Cadre +,15-16,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,2-5,21-30,50-100 
569,H,1976-1980,En recherche d'emploi,13-14,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,6-10,31-50,20 
571,H,1976-1980,Sans activite,15-16,Non,6-10,1/mois,5-6 h ,MJ,Non,Oui,6-10,21-30,20-50 
572,H,1966-1970,Employe,13-14,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,6-10,21-30,100-200 
575,H,1971-1975,Travailleur independant,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,2-5,51+,50-100 
576,H,1981-1985,Cadre +,15-16,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
579,H,1981-1985,En recherche d'emploi,11-12,Oui,11-20,1/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
580,H,1961-1965,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,31-50,200-500 
583,H,1976-1980,Profession intermediaire,17-18,Non,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
585,H,1991-1995,Employe,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
587,F,1981-1985,Employe,13-14,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
588,H,1981-1985,Employe,17-18,Non,21+,1/semaine,3-4 h ,PJ,Non,Oui,11-15,31-50,20 
592,H,1976-1980,En recherche d'emploi,13-14,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,16+,51+,20-50 
599,H,1966-1970,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 
601,F,1991-1995,Etudiant,15-16,Non,11-20,2/mois,7 h +,Les 2,Oui,Oui,2-5,16-20,50-100 
602,H,1966-1970,Employe,15-16,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 
605,H,1991-1995,Etudiant,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
606,H,1971-1975,Employe,10,Non,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,31-50,50-100 
609,H,1961-1965,Profession intermediaire,17-18,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,100-200 
612,H,1971-1975,Employe,11-12,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,11-15,51+,200-500 
613,H,1986-1990,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
616,F,1971-1975,Employe,31-40,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,31-50,100-200 
619,H,1991-1995,Etudiant,15-16,Non,6-10,3/an,3-4 h ,PJ,Oui,Oui,1,1,20 
621,H,1976-1980,Employe,15-16,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
625,H,1981-1985,Cadre +,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
627,H,1991-1995,Etudiant,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,11-15,100-200 
628,H,1971-1975,Employe,13-14,Non,21+,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,6-10,51+,20 
629,H,1966-1970,Cadre +,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,51+,200-500 
630,H,1991-1995,Etudiant,17-18,Oui,21+,1/semaine,5-6 h ,MJ,Oui,Oui,6-10,11-15,100-200 
631,H,1976-1980,En recherche d'emploi,10,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
632,H,1971-1975,Employe,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
633,H,1971-1975,Employe,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
634,H,1966-1970,Cadre +,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
637,H,1981-1985,Employe,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,51+,50-100 
641,H,1981-1985,Cadre +,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
642,H,1976-1980,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
643,H,1976-1980,Employe,13-14,Non,11-20,1/semaine,7 h +,Les 2,Non,Oui,2-5,11-15,20 
645,H,1981-1985,Travailleur independant,19-20,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
646,H,1976-1980,Employe,13-14,Oui,21+,3/an,7 h +,PJ,Oui,Oui,16+,51+,20 
647,H,1960 ou avant,Travailleur independant,19-20,Non,21+,3/an,3-4 h ,MJ,Oui,Oui,2-5,16-20,20 
648,F,1991-1995,En recherche d'emploi,15-16,Non,2-5,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,50-100 
650,H,1981-1985,Je ne souhaite pas repondre,13-14,Oui,21+,3/an,5-6 h ,PJ,Non,Oui,16+,51+,50-100 
651,H,1976-1980,Cadre +,19-20,Non,6-10,3/an,3-4 h ,Les 2,Non,Oui,1,1,20 
653,H,1981-1985,Ouvrier,11-12,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,11-15,50-100 
654,H,1981-1985,Cadre +,15-16,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,51+,100-200 
655,H,1971-1975,Cadre +,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
656,H,1981-1985,Je ne souhaite pas repondre,11-12,Oui,6-10,1/mois,5-6 h ,PJ,Non,Oui,2-5,21-30,50-100 
661,H,1971-1975,Cadre +,11-12,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,20 
663,F,1991-1995,Employe,13-14,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Oui,1,1,50-100 
664,H,1971-1975,Cadre +,15-16,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 
665,F,1981-1985,Employe,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
668,H,1986-1990,Employe,11-12,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,50-100 
673,H,1971-1975,Sans activite,11-12,Non,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
678,H,1971-1975,Cadre +,11-12,Non,2-5,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
679,H,1976-1980,Employe,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,11-15,51+,200-500 
682,H,1986-1990,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,200-500 
683,H,1991-1995,Etudiant,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
684,H,1976-1980,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
687,H,1976-1980,Cadre +,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,51+,20 
688,H,1976-1980,Cadre +,11-12,Oui,11-20,2/mois,3-4 h ,PJ,Oui,Oui,11-15,51+,20-50 
689,H,1981-1985,Cadre +,10,Non,2-5,3/an,5-6 h ,Les 2,Non,Oui,2-5,21-30,50-100 
693,H,1991-1995,Cadre +,17-18,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20-50 
695,H,1971-1975,Employe,13-14,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,20-50 
696,H,1981-1985,Profession intermediaire,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,21-30,100-200 
698,H,1966-1970,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,51+,50-100 
700,H,1971-1975,Employe,13-14,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,200-500 
701,H,1976-1980,Cadre +,13-14,Oui,11-20,3/an,7 h +,Les 2,Non,Oui,2-5,1,20 
703,H,1976-1980,Employe,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,50-100 
704,H,1971-1975,Je ne souhaite pas repondre,15-16,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
705,F,1986-1990,Travailleur independant,21-22,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,1,2 ou 3,20 
706,H,1981-1985,Sans activite,13-14,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,6-10,4-6,50-100 
708,H,1976-1980,En recherche d'emploi,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
709,H,1986-1990,Employe,13-14,Oui,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Non,0,0,0
712,H,1971-1975,Profession intermediaire,15-16,Oui,11-20,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 
713,H,1991-1995,Etudiant,13-14,Non,2-5,1/an,5-6 h ,PJ,Oui,Non,0,0,0
714,H,1986-1990,Cadre +,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,4-6,20-50 
716,H,1961-1965,Travailleur independant,23-24,Oui,11-20,1/mois,Le week end,Les 2,Oui,Oui,6-10,4-6,20-50 
717,H,1991-1995,Etudiant,19-20,Oui,11-20,2/mois,7 h +,PJ,Non,Oui,1,1,20 
719,H,1981-1985,Cadre +,15-16,Non,6-10,2/mois,5-6 h ,Les 2,Non,Oui,1,4-6,20 
720,H,1981-1985,Cadre +,19-20,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20 
721,H,1966-1970,Je ne souhaite pas repondre,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,100-200 
722,H,1971-1975,En recherche d'emploi,11-12,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
724,F,1981-1985,Employe,17-18,Oui,6-10,1/mois,3-4 h ,PJ,Non,Oui,2-5,21-30,20-50 
726,H,1971-1975,Cadre +,15-16,Oui,6-10,Je ne joue plus vraiment,Le week end,Les 2,Non,Oui,2-5,21-30,20 
730,H,1976-1980,Cadre +,13-14,Non,21+,1/an,7 h +,Les 2,Oui,Oui,11-15,51+,200-500 
731,H,1976-1980,Cadre +,17-18,Non,6-10,1/an,Le week end,PJ,Non,Oui,1,16-20,20 
733,H,1976-1980,Travailleur independant,15-16,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,2-5,16-20,50-100 
735,H,1971-1975,Employe,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
736,H,1981-1985,Cadre +,13-14,Oui,11-20,1/an,3-4 h ,MJ,Oui,Oui,16+,51+,200-500 
738,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,51+,50-100 
740,H,1971-1975,Profession intermediaire,13-14,Oui,21+,1/mois,7 h +,MJ,Non,Oui,16+,51+,100-200 
743,F,1981-1985,En recherche d'emploi,15-16,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 
745,H,1966-1970,Cadre +,11-12,Non,6-10,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,2-5,31-50,50-100 
748,H,1976-1980,Travailleur independant,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
750,F,1986-1990,En recherche d'emploi,21-22,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Non,0,0,0
751,H,1971-1975,Employe,17-18,Non,21+,2/mois,5-6 h ,Les 2,Non,Oui,11-15,21-30,200-500 
752,H,1966-1970,Cadre +,13-14,Oui,11-20,Je ne joue plus vraiment,Le week end,Les 2,Non,Oui,2-5,7-10,20 
754,H,1976-1980,Travailleur independant,15-16,Non,6-10,2/mois,5-6 h ,MJ,Oui,Oui,11-15,51+,500+ 
756,H,1986-1990,Employe,15-16,Non,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
758,H,1981-1985,En recherche d'emploi,11-12,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,2-5,4-6,50-100 
761,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
762,H,1971-1975,Cadre +,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,200-500 
763,F,1981-1985,Sans activite,21-22,Non,2-5,1/semaine,1-2 h ,PJ,Non,Non,0,0,0
764,H,1991-1995,Je ne souhaite pas repondre,15-16,Oui,6-10,1/semaine,Le week end,PJ,Oui,Oui,1,2 ou 3,50-100 
765,F,1976-1980,Employe,25-30,Oui,6-10,3/an,5-6 h ,PJ,Oui,Non,0,0,0
768,H,1991-1995,Etudiant,10,Oui,11-20,2/mois,7 h +,Les 2,Non,Oui,2-5,21-30,100-200 
769,H,1976-1980,Ouvrier,13-14,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
771,H,1986-1990,Je ne souhaite pas repondre,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
772,F,1986-1990,Profession intermediaire,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,50-100 
774,F,1976-1980,Cadre +,13-14,Oui,11-20,1/mois,7 h +,PJ,Oui,Oui,2-5,21-30,100-200 
775,H,1961-1965,Profession intermediaire,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
776,F,1981-1985,Employe,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,1,20-50 
777,H,1971-1975,Sans activite,15-16,Non,11-20,3/an,3-4 h ,MJ,Non,Oui,11-15,31-50,20 
779,H,1971-1975,Employe,13-14,Oui,2-5,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,51+,100-200 
780,H,1981-1985,Employe,15-16,Oui,21+,1/mois,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 
781,H,1991-1995,Etudiant,17-18,Non,2-5,3/an,5-6 h ,Les 2,Non,Oui,1,2 ou 3,20 
782,H,1976-1980,Employe,15-16,Non,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 
784,H,1961-1965,Cadre +,17-18,Oui,21+,1/an,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
785,H,1986-1990,Employe,13-14,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
787,H,1986-1990,Employe,10,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20 
790,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,16+,51+,50-100 
791,H,1971-1975,En recherche d'emploi,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
792,H,1976-1980,Cadre +,10,Non,11-20,1/semaine,7 h +,Les 2,Non,Oui,6-10,51+,50-100 
800,H,1976-1980,Profession intermediaire,10,Oui,21+,3/an,7 h +,Les 2,Non,Oui,6-10,51+,20 
801,H,1976-1980,Cadre +,13-14,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,50-100 
803,H,1976-1980,Cadre +,10,Oui,11-20,3/an,Le week end,Les 2,Non,Oui,16+,51+,100-200 
804,H,1981-1985,Employe,13-14,Non,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
805,H,1976-1980,Cadre +,10,Non,6-10,1/semaine,5-6 h ,PJ,Non,Oui,16+,51+,200-500 
808,H,1991-1995,Etudiant,17-18,Oui,11-20,1/semaine,7 h +,MJ,Oui,Oui,2-5,4-6,20 
809,H,1966-1970,Cadre +,13-14,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
810,H,1961-1965,Employe,13-14,Non,21+,3/an,7 h +,Les 2,Non,Oui,6-10,21-30,20-50 
811,H,1991-1995,Je ne souhaite pas repondre,17-18,Oui,11-20,1/mois,7 h +,Les 2,Non,Oui,2-5,4-6,20-50 
812,H,1971-1975,Employe,21-22,Oui,21+,3/an,7 h +,MJ,Oui,Oui,6-10,2 ou 3,20 
813,F,1976-1980,Je ne souhaite pas repondre,25-30,Oui,2-5,1/mois,5-6 h ,PJ,Non,Oui,2-5,16-20,50-100 
815,H,1991-1995,Etudiant,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,100-200 
817,H,1986-1990,Etudiant,15-16,Oui,6-10,1/an,3-4 h ,MJ,Oui,Oui,6-10,11-15,20-50 
820,H,1976-1980,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
821,H,1981-1985,Employe,17-18,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20-50 
822,H,1976-1980,Travailleur independant,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
824,H,1976-1980,Travailleur independant,19-20,Non,6-10,3/an,5-6 h ,PJ,Non,Non,0,0,0
825,H,1991-1995,Etudiant,19-20,Oui,2-5,1/semaine,3-4 h ,PJ,Non,Oui,1,2 ou 3,20-50 
832,H,1971-1975,Employe,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
833,H,1986-1990,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,200-500 
836,H,1976-1980,Cadre +,13-14,Oui,11-20,1/mois,5-6 h ,PJ,Non,Oui,6-10,16-20,20 
837,H,1991-1995,Etudiant,13-14,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
838,H,1991-1995,Etudiant,11-12,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
843,H,1976-1980,En recherche d'emploi,11-12,Oui,11-20,2/mois,7 h +,Les 2,Oui,Oui,2-5,11-15,20-50 
844,H,1981-1985,Employe,17-18,Non,2-5,1/mois,5-6 h ,PJ,Non,Non,0,0,0
846,H,1976-1980,Employe,11-12,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,6-10,51+,500+ 
848,H,1986-1990,Employe,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
852,H,1991-1995,En recherche d'emploi,17-18,Non,6-10,3/an,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 
853,F,1981-1985,Cadre +,17-18,Non,6-10,2/mois,5-6 h ,PJ,Non,Oui,1,11-15,50-100 
855,H,1976-1980,Employe,10,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,20-50 
857,H,1971-1975,Employe,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,51+,50-100 
858,H,1971-1975,Employe,11-12,Oui,21+,2/mois,7 h +,Les 2,Non,Oui,16+,51+,100-200 
864,F,1981-1985,Cadre +,21-22,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,11-15,51+,200-500 
865,H,1971-1975,Cadre +,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
866,H,1971-1975,Cadre +,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
867,H,1971-1975,Travailleur independant,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,51+,200-500 
868,H,1986-1990,Employe,17-18,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
